budget,country,genre,gross,rating,runtime,votes,score,Threshold
0,USA,Horror,20021322,R,105,18023,4.9,1
3000000,USA,Horror,1738897,R,95,2627,4.9,1
0,USA,Comedy,3473905,PG-13,93,618,4.9,1
0,USA,Horror,858591,R,88,958,4.9,1
0,USA,Action,618178,R,100,482,4.9,1
0,USA,Thriller,337812,R,95,498,4.9,1
0,USA,Comedy,8141292,PG-13,101,1033,4.9,1
0,UK,Crime,85395,R,103,587,4.9,1
40000000,USA,Comedy,8479793,PG-13,94,18672,4.9,1
11000000,USA,Comedy,34872033,R,89,33582,4.9,1
19000000,USA,Action,939277,R,96,869,4.9,1
0,USA,Action,17180393,PG,101,6775,4.9,1
3000000,USA,Comedy,690966,R,100,540,4.9,1
130000,USA,Drama,799674,UNRATED,107,843,4.9,1
40000000,USA,Drama,36300000,R,107,24457,4.9,1
0,USA,Comedy,44029386,PG,92,15276,4.9,1
22000000,USA,Comedy,44942695,PG-13,111,12718,4.9,1
9000000,USA,Action,10058318,R,92,4831,4.9,1
0,France,Adventure,30077111,PG,95,13906,4.9,1
45000000,USA,Action,17300889,PG,100,28886,4.9,1
17000000,USA,Comedy,3308758,PG,89,3658,4.9,1
5000000,USA,Comedy,4635344,R,92,3510,4.9,1
45000000,USA,Action,2154540,R,103,3969,4.9,1
0,USA,Comedy,11690,R,90,2387,4.9,1
60000000,USA,Comedy,12065985,PG,114,17120,4.9,1
0,USA,Comedy,7985929,PG,103,5996,4.9,1
0,USA,Drama,20416,R,93,3666,4.9,1
6000000,USA,Drama,9122,R,95,2209,4.9,1
0,USA,Comedy,7514883,PG-13,94,4748,4.9,1
80000000,USA,Fantasy,91411151,PG-13,113,61842,4.9,1
75000000,USA,Action,14010690,R,99,23127,4.9,1
35000000,Canada,Drama,16459004,R,109,13676,4.9,1
54000000,USA,Action,33022767,R,99,28622,4.9,1
35000000,USA,Comedy,20035310,PG-13,91,12868,4.9,1
28000000,USA,Action,8434601,R,98,45304,4.9,1
25000000,USA,Comedy,5516708,R,95,11736,4.9,1
20000000,USA,Comedy,8586376,R,94,27849,4.9,1
25000000,USA,Drama,10727683,PG-13,99,8168,4.9,1
90000000,USA,Comedy,75847266,PG,100,34691,4.9,1
0,USA,Mystery,21384035,R,118,19082,4.9,1
0,USA,Drama,9074550,PG-13,100,10084,4.9,1
12000000,Romania,Comedy,17083732,R,87,31029,4.9,1
0,UK,Drama,49835,NOT RATED,71,18981,4.9,1
30000000,USA,Comedy,14018364,PG,100,18830,4.9,1
50000000,USA,Comedy,6471394,PG-13,88,16502,4.9,1
0,USA,Adventure,478070,PG-13,87,12473,4.9,1
0,USA,Comedy,35092918,PG,93,17377,4.9,1
16500000,USA,Comedy,26902075,PG-13,114,17778,4.9,1
60000000,USA,Adventure,11802056,PG,90,33540,4.9,1
15000000,USA,Horror,33392973,R,105,39233,4.9,1
60000000,USA,Adventure,43337279,PG-13,97,80204,4.9,1
20000000,USA,Drama,68261644,PG-13,108,24499,4.9,1
4000000,USA,Comedy,101740,R,90,18336,4.9,1
68000000,USA,Adventure,300531751,PG-13,124,195941,4.9,1
112000000,USA,Adventure,42779261,PG,85,56336,4.9,1
10000000,USA,Horror,22197,R,92,22864,4.9,1
110000000,USA,Adventure,281287133,PG-13,117,193280,4.9,1
16000000,USA,Drama,37300107,PG-13,100,30941,4.9,1
30000000,USA,Action,21426805,PG-13,89,51758,4.9,1
20000000,USA,Action,3749061,PG-13,93,30822,4.9,1
20000000,USA,Comedy,65653242,PG-13,100,7957,4.9,1
130000000,USA,Action,60522097,PG-13,100,169422,4.9,1
20000000,USA,Comedy,84525432,R,97,40108,4.9,1
15000000,UK,Drama,26496583,PG-13,98,22255,4.9,1
2500000,USA,Drama,36336,R,99,56938,4.9,1
35000000,USA,Horror,47425125,PG-13,93,47376,4.9,1
0,USA,Drama,28368,PG-13,90,1959,4.9,1
8000000,USA,Action,11834302,PG,104,4752,5,1
0,USA,Comedy,4842778,PG,92,748,5,1
3520000,USA,Action,562187,R,100,3860,5,1
0,Canada,Comedy,16337355,R,103,3453,5,1
0,USA,Crime,187920,R,84,464,5,1
0,USA,Drama,1547397,R,104,4303,5,1
16000000,South Africa,Action,4192440,R,105,6925,5,1
14000000,USA,Drama,6640346,PG-13,105,1439,5,1
0,USA,Comedy,1152786,PG,100,637,5,1
5000000,USA,Action,807947,R,93,1057,5,1
0,USA,Action,38956288,PG,112,38560,5,1
500000,USA,Action,10166459,R,86,24943,5,1
0,USA,Action,221163,R,100,199,5,1
0,UK,Drama,1372350,R,97,892,5,1
0,USA,Action,855810,R,102,425,5,1
0,USA,Action,610402,R,95,232,5,1
13000000,UK,Action,14960255,R,90,27550,5,1
0,USA,Drama,3547684,PG-13,89,1594,5,1
0,USA,Comedy,5467959,R,100,374,5,1
0,UK,Comedy,582510,R,100,1304,5,1
43000000,USA,Adventure,21452082,PG-13,118,27750,5,1
24000000,USA,Mystery,608866,PG-13,100,1886,5,1
13000000,USA,Comedy,3721911,PG-13,89,1430,5,1
0,USA,Action,4916135,PG,100,6673,5,1
30000000,USA,Action,8023147,PG,100,5627,5,1
13000000,USA,Drama,2570145,PG-13,90,1901,5,1
0,USA,Horror,168180,R,98,1178,5,1
18000000,USA,Comedy,11300653,R,133,12985,5,1
0,USA,Comedy,1596700,R,102,4804,5,1
0,USA,Comedy,11384038,PG,93,5507,5,1
20000000,South Africa,Comedy,2308390,R,94,2032,5,1
5000000,USA,Horror,15116634,R,87,22890,5,1
0,USA,Action,24700000,PG,107,7352,5,1
0,USA,Comedy,40070995,PG,96,7041,5,1
0,USA,Drama,961147,R,102,596,5,1
8000000,USA,Comedy,5612586,PG-13,98,7080,5,1
12000000,USA,Comedy,4903000,R,108,5191,5,1
60000000,USA,Action,16228448,R,105,14530,5,1
17000000,USA,Comedy,3506206,PG-13,84,7038,5,1
1100000,USA,Horror,631221,R,85,5935,5,1
15000000,USA,Comedy,10443316,PG-13,91,7388,5,1
0,USA,Comedy,34488,PG,78,898,5,1
34000000,USA,Comedy,30628981,PG-13,81,15732,5,1
65000000,USA,Comedy,36830057,PG,94,11414,5,1
51000000,USA,Comedy,21731001,PG-13,101,15339,5,1
0,USA,Drama,239894,R,106,4983,5,1
12000000,USA,Crime,5241315,R,98,5216,5,1
30000000,USA,Comedy,6545360,PG-13,95,5807,5,1
0,UK,Comedy,43865,R,92,2608,5,1
13000000,USA,Adventure,60020107,PG,89,9929,5,1
63000000,France,Comedy,10014234,R,105,8957,5,1
34000000,USA,Comedy,19693891,PG-13,108,13643,5,1
84000000,USA,Animation,153288182,PG,100,77811,5,1
8500000,USA,Drama,28563926,PG-13,85,17091,5,1
10000000,USA,Drama,365734,NOT RATED,93,12152,5,1
26000000,USA,Action,47811138,PG,102,28662,5,1
11000000,USA,Horror,32551396,PG-13,86,27228,5,1
80000000,USA,Animation,84216833,PG,93,36847,5,1
35000000,USA,Animation,75369589,PG,80,64907,5,1
30000000,USA,Comedy,9055010,PG,100,18324,5,1
45000000,USA,Action,48478006,PG-13,115,56280,5,1
38000000,Germany,Comedy,19297522,PG-13,97,27364,5,1
135000000,USA,Action,32116746,PG-13,121,47130,5,1
14000000,UK,Horror,16298046,PG-13,83,22973,5,1
20000000,USA,Horror,39143839,PG-13,102,41311,5,1
500000,USA,Comedy,654132,NOT RATED,92,8093,5,1
60000000,UK,Animation,28426747,PG,82,30758,5,1
48000000,USA,Comedy,64506874,R,91,173949,5,1
0,USA,Comedy,6537,R,99,1567,5,1
6000000,USA,Comedy,4542775,R,90,19111,5,1
18000000,USA,Comedy,22455510,PG,107,14706,5,1
48000000,USA,Comedy,60022256,PG,101,33336,5,1
8000000,USA,Drama,3669,R,94,7540,5,1
20000000,Canada,Adventure,17529157,R,95,53080,5,1
1000000,USA,Horror,18119640,R,86,55671,5,1
20500000,Canada,Drama,743636,R,109,39663,5,1
11500000,USA,Action,5460,R,114,17118,5,1
6400000,Spain,Horror,8973,R,80,28103,5,1
0,USA,Drama,51975354,PG-13,111,10473,5,1
3000000,UK,Comedy,660994,R,101,9146,5,1
1500000,UK,Horror,779820,R,102,11945,5,1
5000000,Canada,Horror,20747013,R,89,29715,5,1
0,UK,Action,181410,R,100,310,5.1,1
0,USA,Crime,502237,R,104,405,5.1,1
0,USA,Action,145975,PG-13,90,218,5.1,1
0,USA,Comedy,34377585,PG-13,96,4817,5.1,1
5000000,USA,Action,6075793,PG-13,88,2255,5.1,1
0,Hong Kong,Adventure,108154,R,104,1209,5.1,1
0,USA,Comedy,20419446,PG,96,2493,5.1,1
0,USA,Comedy,2955917,R,92,3769,5.1,1
0,Australia,Comedy,11536599,PG,91,7621,5.1,1
6000000,USA,Fantasy,22168359,R,89,32517,5.1,1
2300000,USA,Action,792966,R,102,5067,5.1,1
17000000,USA,Crime,3560932,R,99,1238,5.1,1
36000000,USA,Adventure,17373527,PG,90,19726,5.1,1
0,USA,Family,3299382,G,75,1876,5.1,1
0,UK,Comedy,541626,PG,87,125,5.1,1
11000000,USA,Adventure,2807854,PG-13,102,15262,5.1,1
5000000,USA,Comedy,19281235,R,100,3925,5.1,1
15000000,USA,Comedy,4693236,R,93,1019,5.1,1
0,USA,Comedy,8403433,R,95,4705,5.1,1
0,UK,Animation,1119368,PG,100,561,5.1,1
15000000,USA,Drama,6419876,R,99,2554,5.1,1
6000000,USA,Comedy,12974636,R,87,3256,5.1,1
0,USA,Comedy,17952857,PG,100,3296,5.1,1
0,USA,Romance,15240435,R,99,10190,5.1,1
40000000,USA,Mystery,19721814,R,121,19835,5.1,1
0,Argentina,Drama,19710,R,100,1592,5.1,1
0,USA,Adventure,3662459,PG-13,80,7171,5.1,1
0,USA,Comedy,713234,PG-13,93,1113,5.1,1
50000000,USA,Action,81022101,PG-13,109,36705,5.1,1
15000000,USA,Action,37804616,PG,95,21647,5.1,1
6400000,USA,Crime,6849998,R,86,5483,5.1,1
0,USA,Adventure,3674841,PG,100,1191,5.1,1
4000000,USA,Horror,16675000,R,85,15579,5.1,1
30000000,USA,Comedy,31356117,PG-13,100,7525,5.1,1
0,USA,Comedy,32925,R,100,1022,5.1,1
32000000,USA,Comedy,59925026,PG,105,19393,5.1,1
22000000,UK,Comedy,26570463,R,105,20220,5.1,1
3000000,USA,Comedy,24629916,PG,98,13907,5.1,1
85000000,USA,Comedy,28659604,PG-13,98,12880,5.1,1
15000000,USA,Comedy,10713605,PG,84,3396,5.1,1
80000000,USA,Action,69117629,PG-13,130,61386,5.1,1
30000000,USA,Crime,4155234,R,108,4711,5.1,1
64000000,USA,Drama,31054924,R,133,17776,5.1,1
30000000,USA,Action,117559438,PG-13,99,71163,5.1,1
63600000,USA,Action,14967182,R,102,28856,5.1,1
24000000,USA,Comedy,13592872,R,84,11223,5.1,1
65000000,USA,Crime,29374178,R,107,12659,5.1,1
15000000,USA,Drama,10494147,PG-13,96,7660,5.1,1
0,Australia,Crime,45826,R,93,1346,5.1,1
60000000,USA,Action,93385515,PG,87,48987,5.1,1
43000000,USA,Comedy,24718164,R,88,48712,5.1,1
55000000,USA,Comedy,94011225,PG-13,105,72953,5.1,1
38000000,USA,Action,85846429,PG,100,49101,5.1,1
35000000,Canada,Adventure,81172560,PG,99,21710,5.1,1
30000000,USA,Comedy,51432423,PG,99,16153,5.1,1
16000000,USA,Comedy,34308901,PG-13,100,16779,5.1,1
0,USA,Comedy,21897389,PG-13,100,6039,5.1,1
17000000,USA,Comedy,37566230,PG,100,3591,5.1,1
50000000,USA,Horror,41821986,R,114,29891,5.1,1
15000000,USA,Comedy,1339668,NC-17,89,11124,5.1,1
0,France,Drama,70395,NC-17,110,5331,5.1,1
50000000,USA,Action,80270227,PG-13,104,68938,5.1,1
40000000,USA,Biography,30981850,R,117,38564,5.1,1
30000000,USA,Adventure,15007991,PG-13,97,30287,5.1,1
33100000,USA,Comedy,16808336,PG,86,11109,5.1,1
100000000,USA,Action,75030163,PG,104,112350,5.1,1
45000000,USA,Comedy,90710620,PG-13,83,99473,5.1,1
15000000,USA,Horror,47860214,PG-13,87,37253,5.1,1
40000000,UK,Action,652526,PG,93,21238,5.1,1
30000000,USA,Comedy,22530295,PG-13,96,56128,5.1,1
9000000,USA,Horror,23086480,PG-13,85,26907,5.1,1
6000000,USA,Comedy,63257940,PG-13,107,9376,5.1,1
8000000,USA,Action,15032800,R,84,23111,5.1,1
26000000,USA,Adventure,16647384,PG,90,8970,5.1,1
15000000,USA,Action,20804166,R,89,53021,5.1,1
3500000,Italy,Horror,58669,R,102,7679,5.1,1
105000000,USA,Action,94784201,PG-13,109,114171,5.1,1
0,USA,Action,194287,R,84,14535,5.1,1
18000000,Germany,Crime,300000,R,98,14783,5.1,1
16000000,USA,Comedy,16204793,R,102,98187,5.1,1
16000000,USA,Horror,11956207,R,101,25255,5.1,1
150000000,USA,Animation,119436770,PG,88,35516,5.1,1
0,USA,Comedy,10822,R,100,6197,5.1,1
4500000,USA,Comedy,103280,PG-13,100,10547,5.1,1
20000000,USA,Action,1183354,PG-13,100,13559,5.1,1
35000000,USA,Action,28087155,PG-13,106,68380,5.1,1
2500000,USA,Horror,1163508,R,101,22611,5.1,1
0,USA,Comedy,44338224,PG,92,26808,5.1,1
35000000,USA,Action,25888412,PG-13,101,29622,5.1,1
16000000,USA,Comedy,2964,PG-13,92,8112,5.1,1
2500000,USA,Comedy,40041683,R,86,37158,5.1,1
40000000,USA,Comedy,38543473,R,94,92074,5.1,1
65000000,USA,Action,19075290,PG-13,92,70705,5.1,1
200000,USA,Horror,8496112,PG-13,98,16654,5.1,1
25000000,France,Action,16027866,PG-13,96,32420,5.1,1
90000000,USA,Animation,85886987,PG,100,12069,5.1,1
35000000,USA,Action,34507079,PG-13,87,40431,5.1,1
14000000,USA,Comedy,12282677,R,93,31612,5.1,1
0,Japan,Action,449523,NOT RATED,98,9847,5.1,1
8000000,USA,Horror,1712111,PG-13,91,13305,5.1,1
0,USA,Comedy,27820000,PG-13,104,6440,5.2,1
0,USA,Comedy,43579163,PG,83,35443,5.2,1
0,USA,Drama,2510433,R,94,1717,5.2,1
0,USA,Action,140980,R,102,978,5.2,1
15000000,USA,Comedy,13290368,PG-13,81,5348,5.2,1
14000000,USA,Comedy,20240502,R,100,2453,5.2,1
0,USA,Action,307000,R,100,543,5.2,1
10000000,UK,Comedy,3916303,PG,100,17315,5.2,1
20000000,USA,Comedy,13854000,PG-13,105,22281,5.2,1
7000000,USA,Action,20257000,R,96,8065,5.2,1
0,USA,Action,5301200,R,96,2626,5.2,1
0,USA,Action,426965,R,103,867,5.2,1
3000000,USA,Horror,11642254,R,96,25314,5.2,1
8000000,USA,Action,8143225,R,105,7701,5.2,1
0,USA,Drama,1097333,PG,95,569,5.2,1
0,USA,Comedy,1869417,R,94,929,5.2,1
42000000,USA,Drama,40946358,PG-13,104,102375,5.2,1
0,USA,Horror,5765562,R,81,10775,5.2,1
0,USA,Drama,152982,R,95,584,5.2,1
0,USA,Comedy,34002045,PG,97,13317,5.2,1
0,USA,Horror,2368,R,100,2057,5.2,1
0,USA,Comedy,978775,R,89,425,5.2,1
15000000,USA,Horror,30524763,R,91,16241,5.2,1
6500000,USA,Action,29000301,PG,84,17402,5.2,1
0,USA,Comedy,1659542,PG,100,1368,5.2,1
0,USA,Crime,3206713,R,105,1306,5.2,1
0,USA,Action,641886,R,101,664,5.2,1
0,USA,Comedy,21274717,PG,88,44080,5.2,1
8030000,USA,Action,3411885,R,94,2861,5.2,1
0,USA,Comedy,30577969,PG,93,15449,5.2,1
0,USA,Comedy,17359799,PG,99,15940,5.2,1
45000000,USA,Drama,20928892,R,98,6432,5.2,1
45000000,USA,Action,30806194,PG,123,10145,5.2,1
50000000,USA,Drama,10400000,R,135,12706,5.2,1
50000000,USA,Crime,9795017,R,95,9815,5.2,1
7000000,France,Drama,3760515,R,89,4197,5.2,1
0,USA,Horror,13940383,R,93,8119,5.2,1
25530000,USA,Family,20047715,PG,95,8610,5.2,1
0,USA,Family,26459681,PG,101,8148,5.2,1
0,USA,Comedy,10700000,R,96,4759,5.2,1
0,USA,Thriller,8538318,R,95,2606,5.2,1
0,USA,Comedy,9255027,PG-13,91,8709,5.2,1
40000000,USA,Action,54967359,R,96,56225,5.2,1
80000000,USA,Comedy,92977226,PG,93,69813,5.2,1
0,USA,Action,1890472,PG-13,106,3058,5.2,1
13000000,USA,Comedy,8946237,PG-13,96,17917,5.2,1
3000000,USA,Comedy,9016377,R,94,1043,5.2,1
70000000,USA,Action,11227940,R,102,8600,5.2,1
3000000,USA,Comedy,40361,R,98,3330,5.2,1
35000000,Germany,Comedy,60400856,PG-13,103,65818,5.2,1
7000000,USA,Comedy,3293258,PG-13,81,11971,5.2,1
38000000,USA,Action,623374,PG-13,90,4922,5.2,1
26000000,USA,Action,36985501,PG,94,11909,5.2,1
30000000,USA,Comedy,15589458,PG-13,87,22332,5.2,1
38000000,USA,Horror,7659747,R,102,15575,5.2,1
41000000,Hong Kong,Action,22108977,PG-13,88,32750,5.2,1
0,France,Drama,54523,UNRATED,114,3679,5.2,1
90000000,USA,Comedy,59484742,PG-13,93,52194,5.2,1
18000000,USA,Adventure,16702864,PG,91,8514,5.2,1
60000000,USA,Comedy,73780539,PG,99,30985,5.2,1
50000000,Germany,Crime,25195050,R,97,18006,5.2,1
5000000,USA,Horror,101107,R,100,7968,5.2,1
26000000,USA,Comedy,14469428,PG-13,110,11058,5.2,1
60000000,UK,Action,28031250,R,105,92480,5.2,1
30000000,USA,Adventure,49772522,PG,102,13521,5.2,1
3800000,USA,Horror,167723,R,98,8649,5.2,1
110000000,USA,Action,115802596,PG-13,114,194164,5.2,1
60000000,USA,Animation,217326974,PG,92,62132,5.2,1
22000000,USA,Comedy,25628629,PG-13,100,32229,5.2,1
37000000,USA,Drama,191465414,PG-13,122,366772,5.2,1
145000000,USA,Action,102491776,PG-13,112,128515,5.2,1
8000000,USA,Horror,25926543,PG-13,85,28640,5.2,1
10000000,USA,Comedy,7563670,PG-13,95,22072,5.2,1
25000000,USA,Action,6820,R,111,24230,5.2,1
0,UK,Crime,18378,R,99,9738,5.2,1
40000000,USA,Horror,66477700,R,82,81274,5.2,1
26000000,USA,Action,20819129,PG,91,89303,5.2,1
0,USA,Drama,1808,Not specified,99,1040,5.2,1
26000000,USA,Action,40168080,R,100,85724,5.2,1
35000000,USA,Horror,63075011,R,95,79930,5.2,1
90000000,USA,Action,21295021,R,113,85864,5.2,1
80000000,USA,Comedy,80360843,PG,100,48201,5.2,1
5000000,USA,Horror,17686929,PG-13,86,49108,5.2,1
5000000,USA,Drama,17382982,R,106,6772,5.2,1
10000000,France,Drama,531009,R,122,13055,5.2,1
8000000,USA,Thriller,16458,R,90,4931,5.2,1
3300000,USA,Horror,25799043,PG-13,83,32659,5.2,1
10000000,Ireland,Drama,17472,R,112,6735,5.2,1
38000000,USA,Action,34912982,PG-13,112,76535,5.2,1
5000000,USA,Horror,4790573,PG-13,91,7778,5.2,1
0,USA,Action,24159872,PG-13,117,11304,5.3,1
0,USA,Horror,14481606,R,93,10022,5.3,1
15000000,USA,Adventure,1953732,R,98,5340,5.3,1
0,USA,Drama,239073,R,85,154,5.3,1
0,Canada,Animation,8540346,G,76,1760,5.3,1
0,USA,Action,1943751,PG,100,632,5.3,1
0,USA,Comedy,14926,PG,89,795,5.3,1
0,USA,Action,492367,R,97,139,5.3,1
0,Canada,Family,2193642,G,73,187,5.3,1
5000000,USA,Action,6880310,R,99,6770,5.3,1
0,USA,Drama,1539000,PG,88,813,5.3,1
9000000,USA,Action,5406879,R,115,3889,5.3,1
0,USA,Action,12046526,R,104,2652,5.3,1
0,UK,Mystery,406881,R,92,1129,5.3,1
0,USA,Comedy,1584970,PG-13,98,2101,5.3,1
2800000,USA,Horror,19170001,R,88,23959,5.3,1
4500000,USA,Comedy,3813293,PG-13,86,11122,5.3,1
17500000,USA,Adventure,18924919,PG,116,12956,5.3,1
0,Canada,Action,940173,R,91,3376,5.3,1
0,USA,Drama,113275,R,93,908,5.3,1
0,USA,Comedy,3838793,PG-13,90,2530,5.3,1
10000000,USA,Action,1272977,PG,85,4665,5.3,1
19000000,USA,Action,12143484,PG-13,122,9301,5.3,1
0,USA,Comedy,12065892,PG,90,3316,5.3,1
0,USA,Drama,4299023,PG-13,107,882,5.3,1
0,USA,Action,9015164,R,106,2585,5.3,1
0,UK,Horror,102219,R,85,1070,5.3,1
10000000,USA,Comedy,53470900,PG,81,24008,5.3,1
0,USA,Comedy,71609321,PG,104,18817,5.3,1
0,USA,Drama,17037887,R,92,4004,5.3,1
3000000,USA,Adventure,15369573,PG,100,2760,5.3,1
0,USA,Comedy,21036771,PG-13,90,2370,5.3,1
0,USA,Drama,139155,R,113,660,5.3,1
17000000,USA,Comedy,2865916,R,100,2959,5.3,1
0,USA,Comedy,9689816,PG-13,107,5723,5.3,1
0,USA,Action,4654288,R,95,2836,5.3,1
3000000,USA,Comedy,9563393,R,89,4158,5.3,1
0,UK,Drama,256521,R,92,429,5.3,1
0,USA,Comedy,14796494,PG-13,90,7236,5.3,1
14000000,USA,Adventure,2034470,PG,88,3656,5.3,1
3500000,USA,Animation,3560469,G,84,7519,5.3,1
30000000,USA,Action,17129000,R,110,12883,5.3,1
3000000,USA,Fantasy,3902679,R,98,4275,5.3,1
0,France,Drama,61274,PG-13,102,922,5.3,1
40000000,USA,Comedy,38087756,PG,95,53644,5.3,1
19000000,USA,Comedy,7411659,PG,90,5807,5.3,1
0,Japan,Adventure,16344520,PG,96,5382,5.3,1
0,USA,Comedy,2667163,PG-13,101,5255,5.3,1
13000000,USA,Comedy,3134081,R,97,2201,5.3,1
30000000,USA,Crime,3692874,R,112,2702,5.3,1
25000000,USA,Action,4064333,R,104,26302,5.3,1
15000000,USA,Fantasy,12201255,R,106,5398,5.3,1
0,USA,Drama,15453274,PG-13,93,5568,5.3,1
0,Germany,Comedy,911310,PG-13,100,2375,5.3,1
0,USA,Action,22936273,PG,104,20543,5.3,1
18000000,USA,Comedy,26906039,PG-13,81,31561,5.3,1
13000000,USA,Comedy,5587855,R,87,11251,5.3,1
45000000,USA,Action,20100000,R,91,16419,5.3,1
0,USA,Comedy,9871065,PG,88,10371,5.3,1
25000000,UK,Adventure,15094530,G,90,4408,5.3,1
0,USA,Drama,17000000,R,107,11679,5.3,1
25000000,USA,Action,17100000,R,98,7433,5.3,1
0,USA,Adventure,1945552,PG,100,2772,5.3,1
30000000,USA,Comedy,4357000,PG,110,5409,5.3,1
0,USA,Comedy,13960203,R,93,2520,5.3,1
20000000,USA,Action,14327206,PG-13,101,11399,5.3,1
0,USA,Comedy,20060051,R,79,6739,5.3,1
3000000,USA,Comedy,3559990,R,95,8398,5.3,1
0,USA,Adventure,7183046,PG,98,2472,5.3,1
16000000,USA,Comedy,11486880,PG,105,7153,5.3,1
130000000,USA,Action,136314294,PG-13,139,160038,5.3,1
71500000,USA,Comedy,144156605,PG-13,85,79986,5.3,1
85000000,USA,Comedy,34545030,PG,101,26466,5.3,1
0,USA,Drama,13513622,PG-13,96,8036,5.3,1
0,USA,Action,12829351,PG-13,89,7181,5.3,1
75000000,USA,Drama,10672566,R,109,47987,5.3,1
0,France,Drama,1282941,R,84,8516,5.3,1
6000000,Germany,Comedy,4394936,PG-13,96,11965,5.3,1
75000000,USA,Comedy,28535768,PG-13,90,11242,5.3,1
0,France,Drama,36025,R,92,1606,5.3,1
85000000,USA,Comedy,39464775,PG-13,90,85512,5.3,1
20000000,USA,Comedy,15618626,PG-13,98,23989,5.3,1
24000000,USA,Comedy,12372410,PG-13,107,12277,5.3,1
30000000,USA,Crime,28927720,R,97,23123,5.3,1
8000000,USA,Comedy,5018450,R,92,9009,5.3,1
120000,USA,Crime,14904,R,87,3665,5.3,1
45000000,USA,Comedy,71308997,R,83,127881,5.3,1
39000000,Canada,Comedy,14252830,PG-13,98,19643,5.3,1
11000000,USA,Comedy,13558739,R,95,15912,5.3,1
15000000,USA,Horror,7288451,R,90,7560,5.3,1
35000000,USA,Drama,30336800,R,101,46391,5.3,1
34000000,USA,Animation,23443124,PG-13,76,19027,5.3,1
60000000,USA,Action,50547998,PG-13,98,67127,5.3,1
29000000,Germany,Comedy,16930185,PG-13,100,15017,5.3,1
11000000,Canada,Comedy,4814244,R,86,12825,5.3,1
0,USA,Drama,28658,R,91,2982,5.3,1
55000000,Germany,Crime,79161,R,96,20748,5.3,1
25000000,USA,Animation,40108697,PG,85,12741,5.3,1
78000000,USA,Action,431881,PG-13,103,185444,5.3,1
75000000,USA,Action,30013346,PG-13,116,32542,5.3,1
18000000,USA,Drama,30222640,PG-13,94,38850,5.3,1
12000000,UK,Mystery,4750602,R,119,19446,5.3,1
0,USA,Comedy,377271,PG,100,2156,5.3,1
10000000,USA,Comedy,9436390,PG,89,13433,5.3,1
3500000,USA,Action,96793,PG-13,91,12868,5.3,1
8000000,USA,Comedy,365134,R,138,6600,5.3,1
35000000,USA,Comedy,20422207,PG-13,111,15844,5.3,1
45000000,USA,Comedy,11663156,PG-13,91,18771,5.3,1
30000000,Australia,Horror,32064800,R,108,100354,5.3,1
30000000,USA,Drama,251495,R,117,8626,5.3,1
20000000,USA,Action,23292105,PG-13,97,41469,5.3,1
12000000,USA,Comedy,18595716,PG,100,33023,5.3,1
10000000,USA,Horror,7025803,R,93,32558,5.3,1
80000000,Canada,Animation,37384046,G,100,20301,5.3,1
0,USA,Comedy,32844290,PG-13,90,37238,5.3,1
35000000,USA,Comedy,43799818,PG-13,91,33769,5.3,1
14000000,USA,Drama,61356221,PG-13,100,20221,5.3,1
2600000,USA,Horror,50000,R,100,5236,5.3,1
20000000,USA,Adventure,6563357,R,100,19380,5.3,1
18000000,Canada,Comedy,14793904,PG-13,102,29845,5.3,1
0,USA,Comedy,1425993,R,105,7631,5.3,1
0,France,Animation,347136,PG,93,6110,5.3,1
35000000,USA,Comedy,37490007,PG-13,104,43272,5.3,1
20000000,USA,Animation,25077977,PG,90,11636,5.3,1
0,Australia,Drama,37710,NOT RATED,101,27413,5.3,1
70000000,USA,Comedy,48475290,PG-13,111,45768,5.3,1
35000000,USA,Crime,16816,R,91,36771,5.3,1
2000000,France,Drama,12555230,R,86,19546,5.3,1
5000000,USA,Crime,14123773,R,94,116309,5.3,1
3000000,USA,Comedy,447954,R,87,39857,5.3,1
40000000,USA,Action,26414527,PG-13,91,36211,5.3,1
20000000,France,Mystery,91186,R,102,18303,5.3,1
3000000,USA,Comedy,200803,R,93,8478,5.3,1
6000000,USA,Adventure,7192291,R,100,28341,5.3,1
25000000,UK,Crime,16973715,R,117,86494,5.3,1
92000000,USA,Action,67349198,R,98,175817,5.3,1
0,USA,Drama,4105,NOT RATED,84,11798,5.3,1
65000000,USA,Comedy,85911262,PG,118,28204,5.3,1
0,Bahamas,Crime,48817,R,108,14377,5.3,1
176000000,USA,Action,47387723,PG-13,127,153531,5.3,1
105000000,China,Action,28782481,PG-13,114,46887,5.3,1
10000000,USA,Horror,27736779,R,97,33723,5.3,1
144000000,USA,Action,128344089,PG-13,116,157351,5.3,1
165000000,USA,Action,103144286,PG-13,120,137119,5.3,1
30000000,France,Comedy,19637449,PG,87,14360,5.3,1
0,UK,Horror,2987063,R,96,13615,5.3,1
10000000,USA,Action,7433663,R,98,24881,5.4,1
0,USA,Action,6637565,R,100,4045,5.4,1
0,Canada,Action,2995527,R,96,340,5.4,1
0,USA,Action,5099316,R,93,1016,5.4,1
0,UK,Thriller,1131399,R,90,2157,5.4,1
0,Canada,Biography,275000,R,100,907,5.4,1
0,USA,Comedy,1096843,PG-13,89,457,5.4,1
22000000,USA,Action,17336370,PG,106,30370,5.4,1
0,USA,Comedy,7800000,PG-13,88,8302,5.4,1
15000000,USA,Comedy,5711976,PG,105,692,5.4,1
